response_id,source,object,original_translated,text,utility_rater02,cluster,center_dist,number_words,cluster_response
16988,human,brick,remove wallpaper from wall,remove wallpaper wall,2,697,0.3376317918300628,3,wall mural
1972,human,brick,graffiti wall,graffiti wall,5,697,0.3487752079963684,2,wall mural
16509,LLM,brick,retaining wall,retaining wall,4,698,0.1398295760154724,2,retaining wall
21820,LLM,brick,retaining walls,retaining walls,4,698,0.1409970372915268,2,retaining wall
17104,LLM,brick,build a retaining wall,build retaining wall,4,698,0.1689552068710327,3,retaining wall
22954,LLM,brick,building retaining walls,building retaining walls,4,698,0.1838734149932861,3,retaining wall
23513,LLM,brick,retainingwall,retainingwall,4,698,0.2277662456035614,1,retaining wall
755,human,brick,build a wall,build wall,5,699,0.1776500344276428,2,build wall
31779,human,brick,build something other than a wall,build wall,5,699,0.1776500344276428,2,build wall
9361,human,brick,To build walls with,building walls,5,699,0.1886024326086044,2,build wall
22947,LLM,brick,constructing walls,constructing walls,4,699,0.2116079777479171,2,build wall
462,human,brick,build a wall,building wall,5,699,0.228065625,2,build wall
958,human,brick,make a wall,make wall,5,699,0.2568330466747284,2,build wall
7322,human,brick,Make a wall with it,create wall,5,699,0.2910946309566498,2,build wall
5617,human,brick,to incorporate into a wall,incorporate wall,4,699,0.3468440473079681,2,build wall
5468,human,brick,build the great wall of china,build great wall china,4,699,0.3786000609397888,4,build wall
5368,human,brick,build an Iron Curtain,building iron curtain,1,699,0.4137000441551208,3,build wall
14659,LLM,brick,brick wall,wall,4,700,0.25677529,1,wall
18364,LLM,brick,walls,walls,4,700,0.2773810029029846,1,wall
28185,human,brick,wall part,wall part,5,700,0.3061679601669311,2,wall
24014,LLM,brick,walls and barriers,walls barriers,4,700,0.3117784559726715,2,wall
14966,LLM,brick,part of wall,part wall,4,700,0.316695362,2,wall
15046,LLM,brick,wall material,wall material,4,700,0.3224148154258728,2,wall
30037,human,brick,place a wall around something,place wall around,5,700,0.3232378661632538,3,wall
7806,human,brick,Build a wall,laying wall,5,700,0.3240785002708435,2,wall
5035,human,brick,build interior wall,building interior wall,4,700,0.3345914483070373,3,wall
17344,LLM,brick,defensive wall,defensive wall,4,700,0.3388524651527405,2,wall
1721,human,brick,break a wall,destroy wall,4,700,0.3393182456493377,2,wall
28181,human,brick,wall piece,wall piece,5,700,0.3404081761837005,2,wall
1559,human,brick,fill a hole in a wall,patching wall,5,700,0.3455981314182281,2,wall
4970,human,brick,break down walls,destroy walls,4,700,0.3532333970069885,2,wall
31228,human,brick,break through a weaker wall,break weaker wall,5,700,0.3539183139801025,3,wall
14988,human,brick,close up wall,seal wall,5,700,0.3632385432720184,2,wall
3055,human,brick,hammer a nail into a wall,nail wall,4,700,0.3662908971309662,2,wall
11860,human,brick,throw it against a wall,smash wall,4,700,0.3683041632175445,2,wall
22965,LLM,brick,stacked brick walls,stacked walls,4,700,0.37050131,2,wall
5459,human,brick,build a wall,laying brick wall,4,700,0.3769614100456238,3,wall
5635,human,brick,to slam into your annoying neighbors' walls,bang wall,4,700,0.3780135810375213,2,wall
5321,human,brick,scratch the wall,scratch wall,4,700,0.3807438313961029,2,wall
21400,LLM,brick,wall cladding,wall cladding,4,700,0.3809244334697723,2,wall
16952,human,brick,Mexican wall,mexican wall,5,700,0.3985572457313537,2,wall
13299,human,brick,railing,handrail,4,700,0.4784572720527649,1,wall
16504,LLM,brick,soundproofing,soundproofing,3,701,0.2025154531002044,1,soundproofing
2564,human,brick,soundproofing,sound insulation,3,701,0.2222302705049514,2,soundproofing
22949,LLM,brick,creating soundproofing,creating soundproofing,3,701,0.2515430748462677,2,soundproofing
5066,additional,brick,soundproof,soundproof,2,701,0.2541848421096802,1,soundproofing
5060,additional,brick,acoustic insulation,acoustic insulation,2,701,0.2756506204605102,2,soundproofing
16569,LLM,brick,sound barrier,sound barrier,3,701,0.2892895638942718,2,soundproofing
1973,human,brick,sound barrier,noise barrier,3,701,0.3068793416023254,2,soundproofing
14862,LLM,brick,insulation,insulation,2,702,0.210983396,1,insulation
5064,additional,brick,insulate,insulate,2,702,0.2619746327400207,1,insulation
5059,additional,brick,thermal insulation,thermal insulation,2,702,0.2856851816177368,2,insulation
12168,human,brick,insulation material,insulation material,2,702,0.2879274487495422,2,insulation
14725,LLM,brick,insulator,insulator,2,702,0.3157919645309448,1,insulation
16946,LLM,brick,natural insulation,natural insulation,2,702,0.3171234428882599,2,insulation
12379,human,brick,you can keep food warm with heated bricks,insulation food,2,702,0.3279628157615661,2,insulation
9099,human,brick,electrical insulator,electrical insulator,4,702,0.3649750351905823,2,insulation
5003,additional,brick,building gravity dam,building gravity dam,2,703,0.2361401617527008,3,building gravity dam
4175,human,brick,build a dike,build dam,3,703,0.2517514228820801,2,building gravity dam
4999,additional,brick,build gravity dam,build gravity dam,2,703,0.252663255,3,building gravity dam
14738,human,brick,Make a dam,making dam,3,703,0.257554293,2,building gravity dam
4996,additional,brick,gravity dam,gravity dam,2,703,0.2788746356964111,2,building gravity dam
5000,human,brick,dam,dam,3,703,0.3151942491531372,1,building gravity dam
28447,human,brick,makeshift dam (if there are enough bricks),improvised dam,5,703,0.3500635921955108,2,building gravity dam
4994,additional,brick,build dyke,build dyke,2,704,0.1091278046369552,2,build dyke
5002,additional,brick,building dyke,building dyke,2,704,0.1325368136167526,2,build dyke
4995,additional,brick,dyke,dyke,2,704,0.1982699632644653,1,build dyke
13324,human,brick,building dike,build dike,5,705,0.150231272,2,build dike
5046,additional,brick,building dike,building dike,2,705,0.1532906144857406,2,build dike
5047,additional,brick,building dikes,building dikes,2,705,0.1753783226013183,2,build dike
5045,additional,brick,build dikes,build dikes,2,705,0.1858328729867935,2,build dike
30403,human,brick,dikes,dikes,5,705,0.1977803409099578,1,build dike
30988,human,brick,dike,dike,5,705,0.2075948864221573,1,build dike
31237,human,brick,to build a dike with close,close dike,5,705,0.3149183988571167,2,build dike
181,human,brick,obstacle (people trip over it),obstacle,4,706,0.2489358484745025,1,obstacle
12721,human,brick,stumbling block,obstacle stumble,4,706,0.2709035873413086,2,obstacle
2636,human,brick,make someone trip,obstacle trip,4,706,0.2809003591537475,2,obstacle
3720,human,brick,as an obstacle during a fitness training,obstacle fitness training,3,706,0.2969250679016113,3,obstacle
758,human,brick,obstacle to jump over,obstacle jump,4,706,0.30511713,2,obstacle
7723,human,brick,as an obstacle in a training course,obstacle training course,4,706,0.3058597445487976,3,obstacle
4928,human,brick,road obstacle,road obstacle,4,706,0.3489084839820862,2,obstacle
10521,human,brick,stumbling block,stumbling block,4,706,0.4144222140312195,2,obstacle
15244,LLM,brick,fence,fence,2,707,0.213934526,1,fence
26662,human,brick,to build a fence,build fence,3,707,0.2211159914731979,2,fence
3251,human,brick,make a fence with it,make fence,2,707,0.2421081811189651,2,fence
22953,LLM,brick,constructing fences,constructing fences,2,707,0.2445874661207199,2,fence
7147,human,brick,reinforce a fence,strengthen fence,5,707,0.3029353618621826,2,fence
16239,human,brick,making a kind of fence,kind fence,5,707,0.3252496123313904,2,fence
2995,human,brick,place in your garden in front of a fence so your pets don't escape,block pets fence boundary,4,707,0.3502058088779449,4,fence
4998,additional,brick,floodgate,floodgate,2,708,0.2162116765975952,1,floodgate
5005,additional,brick,building floodgate,building floodgate,2,708,0.2227841019630432,2,floodgate
5001,additional,brick,build floodgate,build floodgate,2,708,0.2249136120080948,2,floodgate
22599,LLM,brick,brick gate,gate,3,708,0.3149929940700531,1,floodgate
17512,human,brick,make city gate,city gate,5,708,0.3537404537200928,2,floodgate
2565,human,brick,open a safe,open safe,3,709,0.317636639,2,open safe
23793,LLM,brick,fireproof safe,fireproof safe,3,709,0.346294641,2,open safe
12449,human,brick,hang above your door so that it falls on someone's head if they try to break in,hang door injure burglar,3,709,0.3636830747127533,4,open safe
30261,human,brick,burglary tool,burglary agent,4,709,0.3674446046352386,2,open safe
3828,human,brick,you can break something open like a lock,break lock,4,710,0.2730332314968109,2,break lock
18555,LLM,brick,impact breaker,impact breaker,1,710,0.3613108396530151,2,break lock
11485,human,brick,to break a lock with,pick lock,2,710,0.3696552515029907,2,break lock
4837,additional,brick,unlock,unlock,2,710,0.3791234791278839,1,break lock
28486,human,brick,television breaker,television breaker,5,710,0.3854865729808807,2,break lock
14762,LLM,brick,barrier,barrier,4,711,0.2585510909557342,1,barrier
28055,human,brick,block,barrier block,5,711,0.2938578426837921,2,barrier
6410,human,brick,barricade the door,barricading door,5,711,0.2995754182338714,2,barrier
18481,LLM,brick,safety barrier,safety barrier,3,711,0.3035995960235595,2,barrier
14992,LLM,brick,barricade,barricade,4,711,0.3153018951416015,1,barrier
17238,LLM,brick,perimeter barrier,perimeter barrier,4,711,0.3170870244503021,2,barrier
11109,human,brick,block a door,blocking door,5,711,0.3200644254684448,2,barrier
19542,LLM,brick,road barricade,road barricade,4,711,0.3365078568458557,2,barrier
5061,additional,brick,draft-proofing,draft proofing,2,712,0.1232620477676391,2,draft proofing
5065,additional,brick,draft-proof,draft proof,2,712,0.1232620477676391,2,draft proofing
1558,human,brick,place as reinforcement behind something,reinforcement,4,713,0.3437100052833557,1,reinforcement
9920,human,brick,blockade,blockade,4,713,0.3451593816280365,1,reinforcement
17102,human,brick,roadwork,roadblock,5,713,0.3490646779537201,1,reinforcement
17099,LLM,brick,reinforce riverbank,reinforce riverbank,3,713,0.3688665926456451,2,reinforcement
20735,LLM,brick,house number display,house number display,2,714,0.1377565860748291,3,house number display
7590,additional,brick,display house number,display house number,2,714,0.1390787810087204,3,house number display
18577,LLM,brick,house number,house number,2,714,0.2094460427761078,2,house number display
33,human,brick,many small houses,houses,4,715,0.2693934738636017,1,houses
17350,human,brick,not just houses,houses,5,715,0.2693934738636017,1,houses
14661,LLM,brick,brick house,house,5,715,0.2699213624000549,1,houses
6457,additional,brick,cool your house,cool house,1,715,0.3584971129894256,2,houses
6538,human,brick,old house,old house,3,715,0.3675916492938995,2,houses
7611,additional,brick,cold house,cold house,2,715,0.3704651594161987,2,houses
9851,human,brick,new houses,new houses,5,715,0.3707916736602783,2,houses
6153,human,brick,to a family home,family house,3,715,0.3711965382099151,2,houses
10130,human,brick,make a doll house,dollhouse,2,715,0.4171361923217773,1,houses
26000,human,brick,sports clubhouses,sports club houses,5,715,0.423528254,3,houses
16022,human,brick,warehouse,storehouse,2,715,0.4329839050769806,1,houses
18220,LLM,brick,roof,roof,2,716,0.2310994118452072,1,roof
31599,human,brick,roof tile,roof tile,3,716,0.2457883954048156,2,roof
14265,human,brick,make a roof,make roof,2,716,0.2504124343395233,2,roof
3045,human,brick,build a roof,build roof,2,716,0.2534853219985962,2,roof
15160,LLM,brick,roofing tile,roofing tile,2,716,0.2663061022758484,2,roof
18382,LLM,brick,balcony,balcony,4,717,0.3282129168510437,1,balcony
6183,additional,brick,curtain,curtain,1,717,0.3461228609085083,1,balcony
18918,LLM,brick,balcony privacy stack,balcony privacy stack,3,717,0.3566517233848572,3,balcony
17148,human,brick,ceiling,ceiling,5,717,0.3577884137630462,1,balcony
19658,LLM,brick,curtain weight,curtain weight,2,717,0.3714829981327057,2,balcony
29572,human,brick,to make a cage,loft,5,717,0.3926219642162323,1,balcony
6182,additional,brick,blinds,blinds,1,717,0.397906631,1,balcony
23856,LLM,brick,house exterior,house exterior,5,718,0.2705358862876892,2,house exterior
11187,human,brick,facades,facades,4,718,0.2927235066890716,1,house exterior
12878,human,brick,outside walls,exterior walls,5,718,0.2944912314414978,2,house exterior
24000,LLM,brick,decorative exterior,decorative exterior,4,718,0.2974442839622497,2,house exterior
1643,human,brick,place in front of your house,house front,4,718,0.3137946724891662,2,house exterior
23857,LLM,brick,house wall,house wall,5,718,0.3448909819126129,2,house exterior
23965,LLM,brick,facade,facade,4,718,0.3457029163837433,1,house exterior
1839,human,brick,to make a terrace,terrace,4,719,0.3242424130439758,1,terrace
19442,LLM,brick,terrace border,terrace border,3,719,0.3294141292572021,2,terrace
15042,LLM,brick,curb,curb,4,719,0.3586374521255493,1,terrace
34,human,brick,terraced houses,terraced houses,4,719,0.3781856000423431,2,terrace
22435,LLM,brick,brick siding,siding,3,719,0.3909449577331543,1,terrace
29870,human,brick,gutter,gutter,3,719,0.3913860917091369,1,terrace
32287,human,brick,buutplek,neighborhood,5,719,0.4057141542434692,1,terrace
