target object,alternate use,utility_r1,utility_r2,mean_utility
can,take look,5,5.0,5.0
can,throw can,5,5.0,5.0
can,can throwing game,5,5.0,5.0
can,can painting,3,4.0,3.5
can,can stairs,4,5.0,4.5
can,play can kick,4,5.0,4.5
can,tin can animal crafts,3,3.0,3.0
can,badge,3,3.0,3.0
can,cars,2,2.0,2.0
can,save attributes,5,5.0,5.0
can,reinforcement of walls etc,4,3.0,3.5
can,trample,5,5.0,5.0
can,collect deposit,5,5.0,5.0
can,fish bowl,5,4.0,4.5
can,football,5,4.0,4.5
can,play football,5,4.0,4.5
can,example waste,5,5.0,5.0
can,storage box,5,5.0,5.0
can,fill water,5,5.0,5.0
can,weapon,5,4.0,4.5
can,sink,2,2.0,2.0
can,collect water,5,5.0,5.0
can,move water,5,5.0,5.0
can,tea light,5,5.0,5.0
can,throw away,5,5.0,5.0
can,shoot furthest,5,5.0,5.0
can,catch wasps,4,5.0,4.5
can,throw furthest,5,5.0,5.0
can,binoculars,2,3.0,2.5
can,telephone cans string,4,5.0,4.5
can,telephone line between them,4,5.0,4.5
can,phone knows,4,5.0,4.5
can,phone case,2,2.0,2.0
can,for position indication,4,4.0,4.0
can,thermos,4,4.0,4.0
can,tower cans,5,5.0,5.0
can,pass rope through it,4,5.0,4.5
can,drum,4,4.0,4.0
can,garden against cats,3,3.0,3.0
can,tunnel ants small animals,4,4.0,4.0
can,apply can of lace between bellies,5,4.0,4.5
can,fall,3,4.0,3.5
can,catch,5,5.0,5.0
can,fan,1,1.0,1.0
can,decorate as nicely as possible,3,3.0,3.0
can,against kicking,5,5.0,5.0
can,catching wasps cola does,4,5.0,4.5
can,vagabond giving cans collecting them,5,5.0,5.0
can,drain,4,3.0,3.5
can,eavesdropping wall,3,4.0,3.5
can,fence garden gate,4,4.0,4.0
can,waste bin,5,5.0,5.0
can,waste container,5,5.0,5.0
can,indulge in aggression,5,4.0,4.5
can,alternative jewelry,3,4.0,3.5
can,alternative brick,2,4.0,3.0
can,ammunition,3,3.0,3.0
can,add another drink,5,5.0,5.0
can,drink differently,5,5.0,5.0
can,andy warhol memorial,4,4.0,4.0
can,anchor,3,4.0,3.5
can,aquarium small fish,3,4.0,3.5
can,bracelet,3,4.0,3.5
can,print form,5,4.0,4.5
can,so that door does not close,5,5.0,5.0
can,cover lid,4,4.0,4.0
can,advertise,4,5.0,4.5
can,nan,5,5.0,5.0
can,worship,5,2.0,3.5
can,seek attention,4,3.0,3.5
can,decorate,3,4.0,3.5
can,touch,5,5.0,5.0
can,accessory,3,3.0,3.0
can,accessories,3,3.0,3.0
can,tie behind car gets married,3,5.0,4.0
can,hang behind car,3,5.0,4.0
can,behind car hanging sound effect,3,5.0,4.0
can,hang behind car after getting married,3,5.0,4.0
can,hang behind car get married,3,5.0,4.0
can,rear bicycle noise,3,5.0,4.0
can,hanging her car behind annoying person,3,5.0,4.0
can,drink,4,5.0,4.5
can,eavesdropping,3,4.0,3.5
can,nice sound,4,3.0,3.5
can,mini fountain,2,3.0,2.5
can,light sun reflect people signals,4,4.0,4.0
can,feather viewer,2,2.0,2.0
can,paint canvas,3,3.0,3.0
can,paint pot,4,5.0,4.5
can,crumple,3,4.0,3.5
can,heat,4,4.0,4.0
can,raiser,4,4.0,4.0
can,barrel,4,4.0,4.0
can,elevation,4,4.0,4.0
can,cut ornament,3,4.0,3.5
can,cooling device,4,4.0,4.0
can,sell,3,4.0,3.5
can,extension handle out reach,4,2.0,3.0
can,murder,3,4.0,3.5
can,packaging,4,5.0,4.5
can,get raise,4,4.0,4.0
can,cling,3,4.0,3.5
can,catch object,3,3.0,3.0
can,vase flower,5,5.0,5.0
can,train,2,4.0,3.0
can,stairs,2,3.0,2.5
can,could be used as planter for small plants or succulents,4,4.0,4.0
can,step,2,3.0,2.5
can,drumming,4,4.0,4.0
can,wedding ring,2,3.0,2.5
can,tunnel,3,5.0,4.0
can,tunnel vision glasses,3,3.0,3.0
can,put between doors,4,5.0,4.5
can,put door open and keep it open,4,5.0,4.5
can,handing out,3,4.0,3.5
can,expand,3,3.0,3.0
can,radiate can afford,2,1.0,1.5
can,refill,4,5.0,4.5
can,vase flowers,5,5.0,5.0
can,different color cans against each other figure,3,3.0,3.0
can,shrivel,3,4.0,3.5
can,decorations,3,3.0,3.0
can,amplifier,3,4.0,3.5
can,footrest playing guitar,4,4.0,4.0
can,footrest,4,4.0,4.0
can,bird,1,3.0,2.0
can,bird nest,3,3.0,3.0
can,scarecrow,3,4.0,3.5
can,bird food garden,4,5.0,4.5
can,play volleyball,3,3.0,3.0
can,keep your forehead warm,4,4.0,4.0
can,object with which to hit,3,4.0,3.5
can,objects,3,3.0,3.0
can,shapes,3,4.0,3.5
can,cookie cutter molds,3,4.0,3.5
can,fill drink,5,5.0,5.0
can,filling candle candle,3,5.0,4.0
can,firework,2,4.0,3.0
can,playing football street,3,4.0,3.5
can,strings between them phone,3,4.0,3.5
can,football goal,4,4.0,4.0
can,food bowl,4,5.0,4.5
can,hide place,4,4.0,4.0
can,hide,3,4.0,3.5
can,transport liquid,4,5.0,4.5
can,deform bracelet,3,4.0,3.5
can,injury object,3,4.0,3.5
can,collect,3,4.0,3.5
can,collection,3,4.0,3.5
can,cutting finger,3,4.0,3.5
can,fishhook,3,4.0,3.5
can,fishbowl,3,3.0,3.0
can,liquid holder,5,5.0,5.0
can,building raft,2,3.0,2.5
can,storing food,5,5.0,5.0
can,food storage,5,5.0,5.0
can,feel,3,3.0,3.0
can,are into football,2,4.0,3.0
can,fireworks bomb,1,4.0,2.5
can,string between phone,3,4.0,3.5
can,string between them,3,4.0,3.5
can,put in you want,4,5.0,4.5
can,storage compartment,4,5.0,4.5
can,street hockey puck,4,4.0,4.0
can,stress ball,2,3.0,2.5
can,squeeze stress ball,2,3.0,2.5
can,piece,3,3.0,3.0
can,put in,4,5.0,4.5
can,surprise,3,4.0,3.5
can,table,3,3.0,3.0
can,raise table,3,4.0,3.5
can,tablecloth,3,2.0,2.5
can,table leg,3,4.0,3.5
can,table legs,3,4.0,3.5
can,tap dance heel,2,3.0,2.5
can,tobacco box,4,5.0,4.5
can,stump,3,3.0,3.0
can,dustpan,3,2.0,2.5
can,chair,2,3.0,2.5
can,put stuff in it,4,5.0,4.5
can,put stuff in,4,5.0,4.5
can,rod,3,3.0,3.0
can,stand remains stuck heel,3,3.0,3.0
can,stomp,3,4.0,3.5
can,standard,3,4.0,3.5
can,pile,4,5.0,4.5
can,stack,4,5.0,4.5
can,stack construction,4,5.0,4.5
can,stilts other,3,4.0,3.5
can,make your voice sound funny,3,4.0,3.5
can,distort voice,3,4.0,3.5
can,stamp,3,3.0,3.0
can,support against,3,4.0,3.5
can,supports under shelf,3,4.0,3.5
can,tap shoe,2,3.0,2.5
can,target shooting aim,3,5.0,4.0
can,bag,2,3.0,2.5
can,bag cans open things,2,3.0,2.5
can,exhibit,3,3.0,3.0
can,tea can,4,5.0,4.5
can,take tea work,4,5.0,4.5
can,tealight holder,4,5.0,4.5
can,tea bags,4,5.0,4.5
can,tap,4,3.0,3.5
can,toilet,2,3.0,2.5
can,tok,4,3.0,3.5
can,toll,3,3.0,3.0
can,tomato can,5,5.0,5.0
can,put in tuna,5,5.0,5.0
can,tower,4,5.0,4.5
can,build tower,4,5.0,4.5
can,build towers,4,5.0,4.5
can,rope alarm,3,4.0,3.5
can,tennis ball,2,2.0,2.0
can,string between them to make sound,3,4.0,3.5
can,phone holder,3,3.0,3.0
can,telephone cord,3,4.0,3.5
can,bag tab,3,3.0,3.0
can,tile material,2,2.0,2.0
can,throw against ground,3,4.0,3.5
can,press flat against head,3,4.0,3.5
can,press against wall,3,4.0,3.5
can,leaning against,3,4.0,3.5
can,kick against,3,4.0,3.5
can,draw,3,4.0,3.5
can,talk on phone,2,4.0,3.0
can,telephone wired,2,4.0,3.0
can,build phone,2,4.0,3.0
can,phone thingy,2,4.0,3.0
can,telephone wire,2,4.0,3.0
can,phone masking,2,4.0,3.0
can,telephone string between cans,3,4.0,3.5
can,telephone string,3,4.0,3.5
can,what to drink from,3,5.0,4.0
can,walkie talkie,2,4.0,3.0
can,walking toy children,3,3.0,3.0
can,small planter for herbs or succulents,5,4.0,4.5
can,be turned into wind chime,3,3.0,3.0
can,be used as pen holder,5,5.0,5.0
can,be used to store small items like paper clips or jewelry,5,5.0,5.0
can,be used as makeshift candle,4,4.0,4.0
can,for those who love baking tin can be turned into mini loaf pan perfect for individual servings,3,3.0,3.0
can,use tin can to create diy candle holder or tea light holder,4,4.0,4.0
can,could be used as planter for small plants or herbs,4,4.0,4.0
can,hold pens and markers in an art studio,4,4.0,4.0
can,could be used to hold makeup brushes on dressing table,5,5.0,5.0
can,pencil holder on desk,5,5.0,5.0
can,be used to organize makeup brushes on vanity table,5,5.0,5.0
can,be used to store spices in the kitchen,5,5.0,5.0
can,be used as container for plants,4,4.0,4.0
can,could be used as cookie jar,5,5.0,5.0
can,decorate tin can and use it as cute storage for pens pencils,5,5.0,5.0
can,create fun wind chime by painting and decorating tin cans of different sizes then punching holes in the top and bottom of each can suspend them from string or wire at different lengths to create unique tones,3,3.0,3.0
can,make wind chime out of tin can and some string,3,3.0,3.0
can,upcycle tin can into vase or candle holder,4,4.0,4.0
can,use tin can as plant pot,4,4.0,4.0
can,could be used as paperweight,4,4.0,4.0
can,could be used to hold keys,5,5.0,5.0
can,could be used as coin bank,5,5.0,5.0
can,could be used as container for pens and pencils,5,5.0,5.0
can,could be used as vase,4,4.0,4.0
can,could be used to store coins,5,5.0,5.0
can,planter for small plants or herbs,4,4.0,4.0
can,could be used to hold pencils or pens on desk,5,5.0,5.0
can,container for paintbrushes,5,5.0,5.0
can,create art by,3,3.0,3.0
can,make mini trash can out of tin can by decorating it and adding lid,4,4.0,4.0
can,use tin can as pencil holder on your desk,5,5.0,5.0
can,plant holder by painting it and adding drainage holes,4,4.0,4.0
can,be used to hold pens and pencils,5,5.0,5.0
can,make robot out of recycled materials including tin cans,2,2.0,2.0
can,create mini zen garden in tin can,3,3.0,3.0
can,use tin cans as candle holders for an outdoor party,4,4.0,4.0
can,be used as container for homemade candles,4,4.0,4.0
can,be used as vase for flowers,4,4.0,4.0
can,be used to store pencils and pens,5,5.0,5.0
can,be used as coin bank,5,5.0,5.0
can,store coins or other small items,5,5.0,5.0
can,hold makeup brushes on vanity,5,5.0,5.0
can,hold pencils or pens on desk,5,5.0,5.0
can,cut out stars from paper and glue them onto,4,4.0,4.0
can,pencil holder by painting it and adding some fun embellishments,5,5.0,5.0
can,small planter for succulents or cacti,5,4.0,4.5
can,pencil holder,5,5.0,5.0
can,an ashtray,5,5.0,5.0
can,be used to hold paperclips or other small office supplies,5,5.0,5.0
can,cut in half and used as salt and pepper shakers,4,4.0,4.0
can,be used as pencil holder on desk,5,5.0,5.0
can,be used as planter for small plants or herbs,4,4.0,4.0
can,make your own mini trash can out of an old tin can,5,5.0,5.0
can,make tin can telephone,4,4.0,4.0
can,turn it into vase or planter,4,4.0,4.0
can,make wind chime out of tin cans and beads,3,3.0,3.0
can,plant herb garden in tin cans,4,4.0,4.0
can,cute piggy bank by painting it pink and adding eyes nostrils and coin slot in the top,4,4.0,4.0
can,cut the top off tin can and use it as planter for small succulents or cacti,4,4.0,4.0
can,make wind chime out of tin cans and metal spoons,3,3.0,3.0
can,decorate it and use it as part of centerpiece or table,4,4.0,4.0
can,fill it with candy or other small treats and give it as gift,4,4.0,4.0
can,use it as pencil holder on your desk,5,5.0,5.0
can,make candle holder by punching holes in the top and bottom of the can,4,4.0,4.0
can,picture frame,2,3.0,2.5
can,make candle holder,4,4.0,4.0
can,make wind chime,3,3.0,3.0
can,decorate it and use it as gift box or jewelry holder,4,4.0,4.0
can,use it as part of homemade wind chime or mobile,3,3.0,3.0
can,make lantern out of it,4,4.0,4.0
can,use it as coin bank,5,5.0,5.0
can,cut the top off of tin can and use it as pencil holder on your desk,5,5.0,5.0
can,use tin can as vase for fresh flowers,4,4.0,4.0
can,make wind chime out of old tin cans and some string or wire,3,3.0,3.0
can,wheel,2,2.0,2.0
can,wheels,2,2.0,2.0
can,produce wheels,2,2.0,2.0
can,wheels under shoes,1,2.0,1.5
can,smoke weed,3,3.0,3.0
can,strengthen wifi,3,4.0,3.5
can,open wine bottle,3,2.0,2.5
can,block wind,2,2.0,2.0
can,calculate math shit,2,1.0,1.5
can,live very small,2,2.0,2.0
can,saw,2,2.0,2.0
can,saws,2,2.0,2.0
can,shovel sand,4,5.0,4.5
can,sandcastles,5,5.0,5.0
can,hourglass can turns,3,4.0,3.5
can,wasps catch summer,3,4.0,3.5
can,soap holder,4,5.0,4.5
can,wasp trap,3,4.0,3.5
can,throwing disc when flattened,3,4.0,3.5
can,weapons,3,4.0,3.5
can,throw water,3,3.0,3.0
can,put water in shower,3,3.0,3.0
can,boiling water over fire,2,4.0,3.0
can,scoop water,4,4.0,4.0
can,fill with water,4,4.0,4.0
can,fill water hold tarpaulin in place scooter,4,4.0,4.0
can,cat water bowl,3,5.0,4.0
can,kettle,3,4.0,3.5
can,take watercolor,2,5.0,3.5
can,wimpy shower room,5,5.0,5.0
can,tea light holder,4,5.0,4.5
can,wc,2,3.0,2.5
can,weigh,3,3.0,3.0
can,give away,3,4.0,3.5
can,attract wasps,3,4.0,3.5
can,spray can,2,3.0,2.5
can,self defense,2,4.0,3.0
can,seat,3,3.0,3.0
can,telephone two people each have string,4,4.0,4.0
can,could be used as candle holder,4,4.0,4.0
can,could be used to hold pencils or other small stationary items,5,5.0,5.0
can,could be used as vase for small flowers,4,4.0,4.0
can,storage container for small items,5,5.0,5.0
can,lunch box,3,3.0,3.0
can,ice cream container,5,5.0,5.0
can,could be used as vase for fresh flowers or artificial flowers,4,4.0,4.0
can,could be used as pencil holder on desk,5,5.0,5.0
can,telephone could be made by punching holes in two cans,4,4.0,4.0
can,could be used to hold paintbrushes in an artist studio,5,5.0,5.0
can,make wind chime out of few tin cans and some string or fishing line,3,3.0,3.0
can,use tin can as planter for small plants or succulents,4,4.0,4.0
can,cut the top off of tin can and use it as pencil holder,5,5.0,5.0
can,store small items such as paperclips or buttons,5,5.0,5.0
can,could be used as pencil holder,5,5.0,5.0
can,make,3,3.0,3.0
can,could be used to hold paintbrushes,5,5.0,5.0
can,could be used as doorstop,4,4.0,4.0
can,sit,3,3.0,3.0
can,so that it doesn blow away,3,4.0,3.5
can,sun fake phone,3,4.0,3.5
can,reflect sunlight,4,4.0,4.0
can,son phone thing cans string,3,4.0,3.5
can,sword,2,3.0,2.5
can,give bum,3,4.0,3.5
can,vase or candle holder by wrapping it in twine or ribbon,4,4.0,4.0
can,use tin can as planter for small succulents or cacti,4,4.0,4.0
can,make pencil holder by painting and decorating tin can,5,5.0,5.0
can,storage container for pens and pencilspaper clipsetc,5,5.0,5.0
can,hold small plants or flowers,4,4.0,4.0
can,make wind chime by attaching it to other objects such as shells or beads,3,3.0,3.0
can,storage container for small objects such as buttonsjewelryor coins,5,5.0,5.0
can,could be used as plant pot,4,4.0,4.0
can,could be used as pot for plant,4,4.0,4.0
can,lean,3,3.0,3.0
can,speech line rope,3,4.0,3.5
can,sport,3,3.0,3.0
can,overthrow,3,4.0,3.5
can,put table under uneven chair,4,4.0,4.0
can,under crooked cupboards,4,4.0,4.0
can,under sole of shoe so that it sticks annoyingly,3,2.0,2.5
can,under feet tie shoes,3,3.0,3.0
can,part wall,2,3.0,2.5
can,melt down,3,4.0,3.5
can,support,3,4.0,3.5
can,lay support,3,4.0,3.5
can,coaster flattened for example straightening crooked table,4,4.0,4.0
can,coaster crushed,4,4.0,4.0
can,awkward drinking,5,5.0,5.0
can,ear protector,3,3.0,3.0
can,earring,3,4.0,3.5
can,supporting table whose legs are uneven,4,4.0,4.0
can,knock over,3,4.0,3.5
can,bend,3,3.0,3.0
can,convert,3,3.0,3.0
can,musical instrument sand rice in it,4,4.0,4.0
can,one thing that makes sound is wind,3,4.0,3.5
can,gas fire,2,4.0,3.0
can,sewing box,3,4.0,3.5
can,repaint,3,4.0,3.5
can,place for decoration,3,4.0,3.5
can,fake microphone,3,4.0,3.5
can,fake phone call,3,4.0,3.5
can,nose ring,2,3.0,2.5
can,new can,3,4.0,3.5
can,new product,3,4.0,3.5
can,new kind of ball,3,4.0,3.5
can,new ball shape,3,4.0,3.5
can,ninja star,3,4.0,3.5
can,object room,3,3.0,3.0
can,earrings,3,4.0,3.5
can,storage thing,4,5.0,4.5
can,storage tin,4,5.0,4.5
can,storage,4,5.0,4.5
can,store liquids,5,5.0,5.0
can,storage place for pens,5,5.0,5.0
can,pile up,5,5.0,5.0
can,stepping stone,4,3.0,3.5
can,collection container,5,4.0,4.5
can,heat up,3,4.0,3.5
can,original candle holder,3,5.0,4.0
can,throw ball,3,4.0,3.5
can,throw up,3,4.0,3.5
can,case,3,3.0,3.0
can,posts goal,4,4.0,4.0
can,pan,3,4.0,3.5
can,pan over fire,3,4.0,3.5
can,cooking pan,3,4.0,3.5
can,armor,3,3.0,3.0
can,cram,3,4.0,3.5
can,hitting musical instrument,4,4.0,4.0
can,stick it on,3,4.0,3.5
can,hang decorations,3,3.0,3.0
can,storage function,4,5.0,4.5
can,storage place,4,5.0,4.5
can,storage space,4,5.0,4.5
can,blow up,3,3.0,3.0
can,drink up,4,5.0,4.5
can,break open and forge,3,4.0,3.5
can,open rolls of aluminum sheet,3,3.0,3.0
can,open cutting container,4,5.0,4.5
can,opener,5,5.0,5.0
can,cut open tea light,4,5.0,4.5
can,open material differently,4,3.0,3.5
can,tear open sharp edge knife,4,4.0,4.0
can,cut open knife,4,4.0,4.0
can,hang,3,4.0,3.5
can,hanging art,3,3.0,3.0
can,picking up,4,4.0,4.0
can,paperclip holder,4,5.0,4.5
can,music amplifier,3,4.0,3.5
can,music instrument,3,4.0,3.5
can,walking cans,4,2.0,3.0
can,they walk like toddlers on vague stilts,4,3.0,3.5
can,speaker,4,4.0,4.0
can,make light,3,4.0,3.5
can,measuring cup,4,5.0,4.5
can,make up holder,5,5.0,5.0
can,liquid,5,5.0,5.0
can,make up brush holder,5,5.0,5.0
can,chain mail,2,3.0,2.5
can,way sound bring wire,3,4.0,3.5
can,mark,4,4.0,4.0
can,material,3,3.0,3.0
can,bicycle material,3,3.0,3.0
can,material artwork,3,3.0,3.0
can,make up remover cup of cotton wool in it,5,5.0,5.0
can,collect tabs,5,4.0,4.5
can,jewelry process tabs,4,4.0,4.0
can,stringing tabs,4,4.0,4.0
can,lightweight anchor,4,4.0,4.0
can,lights,4,4.0,4.0
can,string of lights,4,3.0,3.5
can,line connect talk,3,4.0,3.5
can,remove tab key ring,5,5.0,5.0
can,break off lip,5,4.0,4.5
can,break off tab key ring,5,5.0,5.0
can,lip can,5,4.0,4.5
can,tab tin jewelry,5,4.0,4.5
can,can opener tab,5,4.0,4.5
can,remove tab,5,4.0,4.5
can,tab chain,4,4.0,4.0
can,tab tight,4,4.0,4.0
can,tabs store keychain necklace,4,5.0,4.5
can,tabs clothing objects,3,4.0,3.5
can,material sculpture,3,3.0,3.0
can,take,3,4.0,3.5
can,multiple can chain,2,4.0,3.0
can,multiple can tower,4,5.0,4.5
can,commit murder,3,4.0,3.5
can,imitate engine noise,4,3.0,3.5
can,mosquito catcher,3,3.0,3.0
can,mouse home,3,3.0,3.0
can,mouse house,3,3.0,3.0
can,mouse catcher,3,3.0,3.0
can,cap,3,2.0,2.5
can,wall,3,3.0,3.0
can,building beer pong wall,4,4.0,4.0
can,build wall,4,3.0,3.5
can,wall listening,3,4.0,3.5
can,wall covering,3,3.0,3.0
can,wall decoration,3,3.0,3.0
can,playing music,3,4.0,3.5
can,music box,3,4.0,3.5
can,mug,3,5.0,4.0
can,make music,3,4.0,3.5
can,mobile,2,2.0,2.0
can,mini pan,3,4.0,3.5
can,several hang together door type bell,3,5.0,4.0
can,measuring stick,3,4.0,3.5
can,megaphone,3,3.0,3.0
can,milk jug,4,5.0,4.5
can,people throw,3,4.0,3.5
can,blade,3,4.0,3.5
can,metal padding fin cabinets surfboard,3,3.0,3.0
can,cutting metal,3,4.0,3.5
can,furniture,2,3.0,2.5
can,microphone,3,2.0,2.5
can,middle cut tie up long rope talk,3,4.0,3.5
can,deter ants,2,3.0,2.5
can,mini gas stove,2,4.0,3.0
can,mini gas stove tea light,2,4.0,3.0
can,mini bat,3,3.0,3.0
can,mini pool,3,3.0,3.0
can,pens,5,5.0,5.0
can,pen tub,5,5.0,5.0
can,pen box,5,5.0,5.0
can,serve volleyball better service,2,4.0,3.0
can,napkin holder,4,4.0,4.0
can,mood lighting,3,5.0,4.0
can,shampoo bottle,4,4.0,4.0
can,jewelry pussy keyboard,3,4.0,3.5
can,jewellery,3,4.0,3.5
can,shove,3,3.0,3.0
can,jewelry tray,5,4.0,4.5
can,deposit cigarette butts,5,5.0,5.0
can,throwing cigarette butts in,5,5.0,5.0
can,shawl,2,2.0,2.0
can,shuffle stone,2,3.0,2.5
can,shuffleboard,2,3.0,2.5
can,beat,3,3.0,3.0
can,store jewelry,5,4.0,4.5
can,save screws,5,5.0,5.0
can,shoulder padding,3,3.0,3.0
can,kick,3,4.0,3.5
can,spade,3,5.0,4.0
can,sharp knife,3,4.0,3.5
can,sharp object,3,4.0,3.5
can,sharp point puncture someone tire,3,4.0,3.5
can,sharp,3,4.0,3.5
can,shooting target,4,4.0,4.0
can,shoot,4,4.0,4.0
can,shield,2,3.0,2.5
can,paint surface,3,3.0,3.0
can,painting,3,3.0,3.0
can,shoe,2,3.0,2.5
can,shoe heel,3,3.0,3.0
can,shoes,2,3.0,2.5
can,shoes strings children,3,3.0,3.0
can,cleaning,2,2.0,2.0
can,snake house,4,3.0,3.5
can,key,2,3.0,2.5
can,key tray,4,5.0,4.5
can,key holder,3,4.0,3.5
can,toy car,3,3.0,3.0
can,toy,3,4.0,3.5
can,toy tin,3,3.0,3.0
can,toy pet,3,3.0,3.0
can,toy hamster,3,3.0,3.0
can,toy rabbit,3,3.0,3.0
can,game,3,3.0,3.0
can,make up game,3,3.0,3.0
can,play game,3,3.0,3.0
can,play,3,3.0,3.0
can,game of stones,3,3.0,3.0
can,games,3,3.0,3.0
can,playing games,3,3.0,3.0
can,catch spider,4,4.0,4.0
can,catch spiders,4,4.0,4.0
can,speaker viir,4,4.0,4.0
can,scissors,2,2.0,2.0
can,speaker music,4,4.0,4.0
can,kind of primitive telephone,3,4.0,3.5
can,garland,3,3.0,3.0
can,tie crank somewhere so that it makes noise,3,4.0,3.5
can,smartphone case,2,2.0,2.0
can,melt,3,4.0,3.5
can,melting aluminum,3,4.0,3.5
can,smuggling,3,3.0,3.0
can,cutting tool,3,4.0,3.5
can,cut shine light on it,3,4.0,3.5
can,cutting surface,2,3.0,2.5
can,candy tin,4,5.0,4.5
can,cord,1,2.0,1.5
can,store soup,5,5.0,5.0
can,soup can,5,5.0,5.0
can,get soup,5,5.0,5.0
can,soup plate,3,5.0,4.0
can,kind of football,3,4.0,3.5
can,dish,3,5.0,4.0
can,amalgamation,2,4.0,3.0
can,cram together,3,4.0,3.5
can,stamp flat under table leg,4,4.0,4.0
can,flatten hockey puck,4,4.0,4.0
can,flat kick frisbee,4,4.0,4.0
can,hang flat stairs wall,4,4.0,4.0
can,flat stair sports,3,4.0,3.5
can,flat kicking football,3,4.0,3.5
can,flat foot,3,4.0,3.5
can,flatten,4,4.0,4.0
can,flatten throw,3,4.0,3.5
can,flattened hockey puck,4,4.0,4.0
can,kick down and straighten crooked table,4,4.0,4.0
can,playmobil house,4,3.0,3.5
can,crush,3,4.0,3.5
can,leg mini table,3,4.0,3.5
can,leg under table,3,4.0,3.5
can,flattening hockey puck,4,4.0,4.0
can,popcorn,3,4.0,3.5
can,pound flat,3,4.0,3.5
can,flat,3,4.0,3.5
can,pens pencil holder,5,5.0,5.0
can,pen keeper,5,5.0,5.0
can,pencil case desk,5,5.0,5.0
can,make pen holder opening larger,4,5.0,4.5
can,picasso inspired artwork,3,3.0,3.0
can,pillar,3,3.0,3.0
can,pyramid,3,2.0,2.5
can,building pyramid,3,2.0,2.5
can,slices,3,3.0,3.0
can,plant,4,5.0,4.5
can,grow plant,4,5.0,4.5
can,plants,4,5.0,4.5
can,plant bowl of water,4,5.0,4.5
can,put plant,4,5.0,4.5
can,pee container,4,5.0,4.5
can,press flat,3,4.0,3.5
can,play sports,3,3.0,3.0
can,popcorn machine,3,4.0,3.5
can,doll table,4,3.0,3.5
can,advertisement,3,4.0,3.5
can,recycle metal reuse,4,5.0,4.5
can,recycle toys,3,5.0,4.0
can,recycling,4,5.0,4.5
can,rain catcher,4,4.0,4.0
can,belt,2,2.0,2.0
can,straw holder,5,5.0,5.0
can,ring,3,3.0,3.0
can,round circle draw paper,4,5.0,4.5
can,rounds,4,5.0,4.5
can,draw circles,4,5.0,4.5
can,smoke bomb,1,3.0,2.0
can,throwing window,3,4.0,3.5
can,throwing head,3,4.0,3.5
can,pushing puck together,3,4.0,3.5
can,recipe can of coke chicken,3,5.0,4.0
can,popcorn maker,3,4.0,3.5
can,rat house,3,3.0,3.0
can,puck ice hockey,4,4.0,4.0
