research_id,response_id,respondent_id,object,original_response,cleaned_response,original_translated,translated_response,utility_rater02
NAT202401,10514,2870,paperclip,"springveer spelletje, dat je het in kan drukken en het wegvliegt",spring game  press flies away,"spring game, that you can press it and it flies away",spring game  press flies away,
NAT202401,10517,2870,paperclip,"je kan het gebruiken als mini haring, voor een tent",mini peg tent,"you can use it as a mini peg, for a tent",mini peg tent,
NAT202401,10588,2871,paperclip,geld bij elkaar houden,keep money together,keep money together,keep money together,
NAT202401,10590,2871,paperclip,stressbal,stress ball,stress ball,stress ball,
NAT202401,10591,2871,paperclip,ballon laten knappen,pop balloon,pop a balloon,pop balloon,
NAT202401,10670,2874,paperclip,puisten uitknijpen,squeezing pimples,squeeze pimples,squeezing pimples,
NAT202401,10682,2874,paperclip,ring omdoen,put ring,put on a ring,ring,
NAT202401,10685,2874,paperclip,jezelf mee verwonden,injure,injure yourself with it,injure,
NAT202401,10748,2875,paperclip,neuspeuteraar,nose picker,nose picker,nose picker,
NAT202401,10750,2875,paperclip,sleutel,key,key,key,
NAT202401,10817,2876,paperclip,ombuigen om iets mee te prikken,bend poke,bend to do something with prick,poke,
NAT202401,10831,2876,paperclip,aan ballon een briefje hangen,hang note balloon,hang a note on a balloon,hang note on balloon,
NAT202401,10879,2877,paperclip,kantoor,office,office,office,
NAT202401,10880,2877,paperclip,bureau,desk,desk,desk,
NAT202401,10882,2877,paperclip,documenten,documents,documents,documents,
NAT202401,10883,2877,paperclip,studie,study,study,study,
NAT202401,10922,2878,paperclip,je zou hem helemaal kunnen uitvouwen tot een lange staaf en er een soort van schep van kunnen maken,could unfold way long rod turn sort scoop,you could unfold it completely into a long rod and make a kind of shovel out of it,could unfold way long rod turn sort scoop,
NAT202401,10925,2878,paperclip,van je computer bedoel ik bij bovenstaande ,mean computer,of your computer I mean above,mean computer,
NAT202401,10926,2878,paperclip,je zou hem kunnen uitvouwen als staaf om iets ergens mee uit te kunnen frunneken,could unfold rod fiddle,you could unfold it as a rod to be able to fiddle with something,could unfold rod fiddle,
NAT202401,10931,2878,paperclip,je zou hem zo kunnen vouwen dat hij als dat dingetje voor een bong waar je je wiet of iets in doet ,could fold way looks thing bong put weed,you could fold it so that it can function as that thing for a bong where you put your weed or something,could fold way looks thing bong put weed,
NAT202401,10932,2878,paperclip,gaat kunnen fungeren,able function,can function,able function,
NAT202401,10990,2879,paperclip,je genezenverklaring van een dokter in bewaren om de emotie ervan te verzegelen,keep certificate recovery doctor seal emotion,keep your doctor's certificate of recovery to seal the emotion of it,keep certificate recovery doctor seal emotion,
NAT202401,10998,2879,paperclip,"in een pan met stamppot verstoppen met een miniboodschap, die doordrenkt niet meer leesbaar is",hide pan stew mini message  longer legible soaked,"hide it in a pan of stew with a mini message, which is no longer legible when soaked",hide pan stew mini message  longer legible soaked,
NAT202401,10999,2879,paperclip,er een ringetje van maken voor je nichtje of neefje,make ring niece nephew,make a ring for your niece or nephew,make ring niece nephew,
NAT202401,11049,2880,paperclip,sleutel,key,key,key,
NAT202401,11058,2880,paperclip,uit elkaar halen en zo in elkaar draaien dat je er vanalles mee kan vormen (bv. een poppetje),take apart put together form anything,take it apart and twist it together so that you can make all sorts of things with it (e.g. a doll),take apart put together form anything,
NAT202401,11137,2881,paperclip,afval uit een gootsteenputje vissen,fishing waste sink,fish waste from a sink drain,remove wink waste,
NAT202401,11143,2881,paperclip,iemand mee prikken,poke,prick someone with it,poke,
NAT202401,11145,2881,paperclip,in een bal stoppen om er een rammelaar van te maken,put ball make rattle,put it in a ball to make a rattle,rattle,
NAT202401,11226,2882,paperclip,iemand mee kietelen,tickle,tickle someone with it,tickle,
NAT202401,11307,2883,paperclip,geld,money,money,money,
NAT202401,11308,2883,paperclip,verzamelobject,collectible,collector's item,collectible,
NAT202401,11311,2883,paperclip,punaise,pushpin,pushpin,pushpin,
NAT202401,11313,2883,paperclip,speelgoed,toys,toys,toys,
NAT202401,11317,2883,paperclip,toets,test,test,test,
NAT202401,11375,2884,paperclip,buigen,bow,bow,bow,
NAT202401,11378,2884,paperclip,Door een ring halen,Pass ring,put it through a ring,pass through ring,
NAT202401,11380,2884,paperclip,ring van maken,make ring,make a ring,ring,
NAT202401,11381,2884,paperclip,iets mee doorboren,pierce,pierce something with it,pierce,
NAT202401,11394,2884,paperclip,Balon mee kapot prikken,Break balloon,pierce a balloon with it,break balloon,
NAT202401,11502,2886,paperclip,als ring om je vinger,ring finger,as a ring on your finger,ring finger,
NAT202401,11511,2886,paperclip,geldbriefjes sorteren,sorting money notes,sort banknotes,sorting money notes,
NAT202401,11549,2900,paperclip,een ring maken,make ring,make a ring,make ring,
NAT202401,11622,2901,paperclip,aangeven waar je bend op paier,indicate paper,indicate where you are on paper,indication,
NAT202401,11623,2901,paperclip,wegschieten,shoot away,shoot away,shoot away,
NAT202401,11627,2901,paperclip,geld bij elkaar houden,keep money together,keep money together,keep money together,
NAT202401,11629,2901,paperclip,ruilspel,trading game,trading game,trading game,
NAT202401,16066,2902,paperclip,fauteuil,recliner,recliner,recliner,
NAT202401,16067,2902,paperclip,armstoel,armchair,armchair,armchair,
NAT202401,11664,2902,paperclip,stoel,chair,chair,chair,
NAT202401,11666,2902,paperclip,toets,test,test,test,
NAT202401,16068,2902,paperclip,bureau,desk ,desk,desk,
NAT202401,11669,2902,paperclip,tafel,table,table,table,
NAT202401,11673,2902,paperclip,Operatie,Operation,Operation,operation,
NAT202401,11742,2904,paperclip,gebruik om geld bij elkaar te houden,keep money together,use to keep money together,keep money together,
NAT202401,11802,2906,paperclip,om mini hockey mee te spelen,play mini hockey,to play mini hockey with,play mini hockey,
NAT202401,11808,2906,paperclip,als garde,guard,as guard,guard,
NAT202401,11810,2906,paperclip,ring,ring,ring,ring,
NAT202401,11881,2907,paperclip,banden lek prikken,puncture tires,puncture tires,puncture tires,
NAT202401,11886,2907,paperclip,als versiering tussen de spaken van de fiets,decoration spokes bicycle,as decoration between the spokes of a bicycle,bicycle decoration,
NAT202401,11890,2907,paperclip,iets tussen een gleuf wegkrijgen,get slot,get something out of a slot,get slot,
NAT202401,11896,2907,paperclip,"iets vastzetten, bijv in een surprise",secure  example surprise,"secure something, e.g. in a surprise",secure  example surprise,
NAT202401,11961,2910,paperclip,spelen met je kat ,playing cat,play with your cat,play with cat,
NAT202401,12063,2911,paperclip,ring ,ring,ring,ring,
NAT202401,12065,2911,paperclip,trouwring ,wedding ring,wedding ring,wedding ring,
NAT202401,12073,2911,paperclip,punaise ,pushpin,push pin,pushpin,
NAT202401,12077,2911,paperclip,gebruiken als token ,token,use as a token,token,
NAT202401,12079,2911,paperclip,gebruiken tijdens spelletjes als waardevolle dingetjes ,games valuable,use during games as valuables,games valuable,
NAT202401,12179,2912,paperclip,voetbal lekprikken,football punctures,puncture a football,puncture football,
NAT202401,12180,2912,paperclip,band lekprikken,puncture tire,puncture a tire,puncture tire,
NAT202401,12181,2912,paperclip, op je vingers doen,put fingers,put on your fingers,put fingers,
NAT202401,12257,2913,paperclip,als sleutel ,key,as a key,key,
NAT202401,12259,2913,paperclip,als stressreleaver,stress releaser,as a stress reliever,stress releaser,
NAT202401,12267,2913,paperclip,recyclen,recycle,recycle,recycle,
NAT202401,12396,2915,paperclip,neuspiercing,nose piercing,nose piercing,nose piercing,
NAT202401,12398,2915,paperclip,gaatjes maken in dun papier/plastic ,making holes thin paperplastic,make holes in thin paper/plastic,making holes thin paperplastic,
NAT202401,12401,2915,paperclip,de temperatuur van een vloeistof grofweg peilen zonder de vloeistof aan te raken ,roughly gauge temperature liquid without touching liquid,roughly gauge the temperature of a liquid without touching the liquid,roughly gauge temperature liquid without touching liquid,
NAT202401,12459,2917,paperclip,In een cirkel buigen en als trouwring gebruiken ,Bend circle wedding ring,Bend into a circle and use as a wedding ring,wedding ring,
NAT202401,12460,2917,paperclip,Zelfde idee maar dan als neusring ,idea nose ring,Same idea but as a nose ring,nose ring,
NAT202401,12462,2917,paperclip,Helemaal recht buigen en als toverstaf gebruiken,Bend completely straight magic wand,Bend completely straight and use as a magic wand,wand,
NAT202401,12464,2917,paperclip,In je vinger prikken als je bloed nodig hebt voor een contract met de duivel,Pricking finger need blood contract devil,Prick your finger if you need blood for a contract with the devil,prick finger for blood,
NAT202401,12465,2917,paperclip,Als onderwerp gebruiken voor een experiment over creativiteit ,subject experiment creativity,Use as the subject of an experiment on creativity,experiment creativity,
NAT202401,12467,2917,paperclip,Onder iemands kussen leggen en hopen dat ze zich verward afvragen hoe die paperclip daar komt,Put s pillow hope wonder confusion paper clip got,Put it under someone's pillow and hope they wonder confusedly how that paperclip got there,joke for confusion,
NAT202401,12468,2917,paperclip,In je oog prikken als je vrij van school wil,Poking eye want get school,Prick your eye if you want time off school,poke eye as excuse,
NAT202401,12469,2917,paperclip,In je oog prikken als je bent vreemd gegaan en sympathie wil wekken door nep te huilen ,Poking eye cheated want gain sympathy fake crying,Prick your eye if you've cheated and want to gain sympathy by fake crying,poke eye for sympathy,
NAT202401,12473,2917,paperclip,Als onderwerp gebruiken voor een spel over hoe AI het universum overneemt (zie Universal Paperclips_,topic game AI taking universe,Use as the subject of a game about how AI is taking over the universe (see Universal Paperclips_,game topic,
NAT202401,12555,2918,paperclip,duif weerder op balkon,pigeon balcony,pigeon on balcony,prevent pidgeons from entering balcony,
NAT202401,12652,2919,paperclip,iemand mee prikken ,poke,prick someone with it,poke,
NAT202401,12736,2920,paperclip,als logo gebruiken,logo,use as a logo,logo,
NAT202401,12737,2920,paperclip,broeken opstropen en vasthouden,rolling holding pants,roll up your pants and hold,roll up pants,
NAT202401,12749,2920,paperclip,vouwspeelgoed,folding toys,folding toy,folding toys,
NAT202401,12750,2920,paperclip,speciale honkbal,special baseball,special baseball,special baseball,
NAT202401,12796,2922,paperclip,als je m half uit vouwt kan je m gebruiken als haakje,unfold halfway hook,if you fold it halfway out you can use it as a hook,unfold halfway hook,
NAT202401,12799,2922,paperclip,om slingers op te hangen,hanging garlands,to hang streamers,hanging garlands,
NAT202401,12800,2922,paperclip,om iets schoon te maken waar je moeilijk bij kan komen,clean difficult reach,to clean something that is hard to reach,clean difficult reach,
NAT202401,12858,2923,paperclip,een ring van maken,make ring,make a ring,make ring,
NAT202401,12863,2923,paperclip,mensen mee prikken,poke people,to prick people with,poke people,
NAT202401,12936,2925,paperclip,geld verzamelen,collect money,collect money,collect money,
NAT202401,12940,2925,paperclip,aanvallen,attack,attack,attack,
NAT202401,12941,2925,paperclip,ring maken,make ring,make a ring,make ring,
NAT202401,13001,2927,paperclip,kattenspeeltje,cat toy,cat toy,cat toy,
NAT202401,13046,2928,paperclip,gaatje maken in dunne dinge,make holes thin,make a hole in thin things,make holes thin,
NAT202401,13121,2931,paperclip,enkelband van maken ,make anklet,make an ankle bracelet,anklet,
NAT202401,13216,2932,paperclip,plat,flat,flat,flat,
NAT202401,13221,2932,paperclip,herbruikbaar,reusable,reusable,reusable,
NAT202401,13225,2932,paperclip,vervormbaar,deformable,deformable,deformable,
NAT202401,13227,2932,paperclip,dun,thin,thin,thin,
NAT202401,13228,2932,paperclip,goedkoop materiaal,cheap material,cheap material,cheap material,
NAT202401,13230,2932,paperclip,tijdloos,timeless,timeless,timeless,
NAT202401,13232,2932,paperclip,outdated,outdated,outdated,outdated,
NAT202401,13337,2934,paperclip,iemand ermee prikken/pijn doen (beetje grimmig),pokehurt,to prick/hurt someone with it (a bit grim),pokehurt,
NAT202401,13407,2935,paperclip,Reigen ,Reigen,Reigen,reigen,
NAT202401,13408,2935,paperclip,Gooien,throw,Throw,throw,
NAT202401,13443,2936,paperclip,Als mini hangertje ,mini pendant,As a mini pendant,mini pendant,
NAT202401,13508,2937,paperclip,om slot mee opne te maken misschien,open lock,to open a lock with maybe,open lock,
NAT202401,13571,2938,paperclip,tafelpoot hoger zetten (poot op de paperclip zetten),raise table leg,raise the table leg (put the leg on the paperclip),raise table leg,
NAT202401,13582,2938,paperclip,band lek steken,puncture tire,puncture a tire,puncture tire,
NAT202401,13657,2939,paperclip,mensen mee te prikken,prick people,to prick people with,prick people,
NAT202401,13664,2939,paperclip,ring,ring,ring,ring,
NAT202401,13667,2939,paperclip,mini speerwerpen,mini javelin throw,mini javelin,mini javelin throw,
NAT202401,13673,2939,paperclip,om te brandmerken,brand,to brand,brand,
NAT202401,13674,2939,paperclip,als beugel (met wat lijm),braces,as a brace (with some glue),braces,
NAT202401,13675,2939,paperclip,om mee te doen alsof je een neusring hebt,pretend nose ring,to pretend you have a nose ring,pretend nose ring,
NAT202401,13736,2940,paperclip,leuk vormpje vouwen,nice shape folding,fold a nice shape,nice shape folding,
NAT202401,13737,2940,paperclip,ruilen voor een ander voorwerp,exchange item,exchange it for another object,exchange item,
NAT202401,13746,2940,paperclip,overgooien als spelletje,throwing game,throw it as a game,throwing game,
NAT202401,13747,2940,paperclip,spelletjes mee bedenken,come games,come up with games with it,come games,
NAT202401,13748,2940,paperclip,muziek maken door op dingen te tikken,make music tapping,make music by tapping things,make music tapping,
NAT202401,13863,2941,paperclip,als ijzerdraaitje gebruiken,iron twist,use it as an iron turntable,iron twist,
